field_case,benchmark_class,applicability_level,matching_basis,mismatch_flags,pathway,response_count,mu_lnM_T,sd_lnM_T,cov_M_T,median_M_T,mu_lnM_S,sd_lnM_S,cov_M_S,median_M_S,mu_lnM_capacity,sd_lnM_capacity,cov_M_capacity,median_M_capacity,mu_lnM_response_time,sd_lnM_response_time,cov_M_response_time,median_M_response_time,mean_response_model_factor_cov,median_sd_eta,boundary_hit_fraction,min_pooled_sd_eta_pathway,bic_preferred_summary,lagging_support,leakage_boundary_hits,pooled_sd_eta_theis,pooled_sd_eta_best,decision_capacity_p95,decision_response_p95,allowable_use,claim_boundary
Lovelock Valley,heterogeneous K,primary_sensitivity,BIC support concentrates in no-leakage interpretations; heterogeneous K is the lower-complexity numerical analogue,does not represent basin-fill storage variability or recovery-specific preprocessing,Lagging Darcy with leakage,2999,-0.7069748264640104,1.6915099021287725,4.059876088425782,0.9084424942806898,-0.323639538267674,1.1007773732935475,1.5359774706318032,1.045385652658899,-0.7069748264640104,1.6915099021287725,4.059876088425782,0.9084424942806898,0.3833352881963364,1.0349416833260596,1.3851356238571233,1.2318648520635471,0.3763075114047483,0.2583642668875837,0.0,Lagging Darcy with leakage,Theis confined:2 / Hantush-Jacob leaky:0 / Lagging Darcy no-leakage:5 / Lagging Darcy with leakage:0,5.0,0.0,0.2462477128749394,0.1739186725149379,4.515427425117614,8.788292889529512,conditional field prior if well-level diagnostics match the class,scenario-conditioned transformation factor; not a universal design COV and not proof of true field T/S recovery
Lovelock Valley,heterogeneous K,primary_sensitivity,BIC support concentrates in no-leakage interpretations; heterogeneous K is the lower-complexity numerical analogue,does not represent basin-fill storage variability or recovery-specific preprocessing,Hantush-Jacob leaky,460,-0.697009304558339,1.286471771033377,2.0574572297944984,0.6639795097087269,-0.5724926720352975,1.25087507233217,1.944526962853486,0.8810822680818013,-0.697009304558339,1.286471771033377,2.0574572297944984,0.6639795097087269,0.1245166325230414,1.2962116136725914,2.089602577562246,1.2845415146398478,0.7950727722325628,0.6399919864458372,0.0,Lagging Darcy with leakage,Theis confined:2 / Hantush-Jacob leaky:0 / Lagging Darcy no-leakage:5 / Lagging Darcy with leakage:0,5.0,0.0,0.2462477128749394,0.1739186725149379,4.515427425117614,8.788292889529512,conditional field prior if well-level diagnostics match the class,scenario-conditioned transformation factor; not a universal design COV and not proof of true field T/S recovery
Lovelock Valley,finite no-flow boundary,boundary_sensitivity,"basin setting can be affected by finite support, but field evidence does not establish a specific boundary geometry",homogeneous finite-domain check only; not a field-scale conceptual model,Lagging Darcy no-leakage,3437,-0.2823780454150558,0.97765789770235,1.265223012573612,0.959972520324858,0.0024691445476665,0.4517968710528904,0.4758632410788321,1.0554539788306,-0.2823780454150558,0.97765789770235,1.265223012573612,0.959972520324858,0.2848471899627224,0.6538368542545102,0.7303582789320046,1.1385610791346732,0.3969911970311592,0.2888738469995598,0.0,Lagging Darcy with leakage,Theis confined:2 / Hantush-Jacob leaky:0 / Lagging Darcy no-leakage:5 / Lagging Darcy with leakage:0,5.0,0.0,0.2462477128749394,0.1739186725149379,4.515427425117614,8.788292889529512,sensitivity or exclusion gate; do not use as default transformation prior,scenario-conditioned transformation factor; not a universal design COV and not proof of true field T/S recovery
Lovelock Valley,finite no-flow boundary,boundary_sensitivity,"basin setting can be affected by finite support, but field evidence does not establish a specific boundary geometry",homogeneous finite-domain check only; not a field-scale conceptual model,Lagging Darcy with leakage,2993,-0.7787886867687435,1.7402156689736406,4.434311917992546,0.9330954804538596,-0.3974393371582538,1.121094253082085,1.5856676985360092,1.0342102945032,-0.7787886867687435,1.7402156689736406,4.434311917992546,0.9330954804538596,0.3813493496104895,0.9425833166644632,1.196407323124178,1.1687698433372091,0.3776144849912977,0.2613015813837803,0.0,Lagging Darcy with leakage,Theis confined:2 / Hantush-Jacob leaky:0 / Lagging Darcy no-leakage:5 / Lagging Darcy with leakage:0,5.0,0.0,0.2462477128749394,0.1739186725149379,4.515427425117614,8.788292889529512,sensitivity or exclusion gate; do not use as default transformation prior,scenario-conditioned transformation factor; not a universal design COV and not proof of true field T/S recovery
Lovelock Valley,finite no-flow boundary,boundary_sensitivity,"basin setting can be affected by finite support, but field evidence does not establish a specific boundary geometry",homogeneous finite-domain check only; not a field-scale conceptual model,Theis confined,2258,0.2256039886233067,0.6444005058030775,0.7174624925396329,1.153892794816728,0.0318348138851221,0.3312514266469415,0.3405494599462854,1.0228233646423637,0.2256039886233067,0.6444005058030775,0.7174624925396329,1.153892794816728,-0.1937691747381846,0.4588830359272138,0.4841342281574104,0.8743394462996392,0.681280538682176,0.5150675216938166,0.0,Lagging Darcy with leakage,Theis confined:2 / Hantush-Jacob leaky:0 / Lagging Darcy no-leakage:5 / Lagging Darcy with leakage:0,5.0,0.0,0.2462477128749394,0.1739186725149379,4.515427425117614,8.788292889529512,sensitivity or exclusion gate; do not use as default transformation prior,scenario-conditioned transformation factor; not a universal design COV and not proof of true field T/S recovery
Lovelock Valley,finite no-flow boundary,boundary_sensitivity,"basin setting can be affected by finite support, but field evidence does not establish a specific boundary geometry",homogeneous finite-domain check only; not a field-scale conceptual model,Hantush-Jacob leaky,451,-0.6931943197104629,1.2257076348118674,1.86876290103112,0.729831887897624,-0.6117024483354372,1.1339421011786013,1.6179153757276563,0.8569632716941,-0.6931943197104629,1.2257076348118674,1.86876290103112,0.729831887897624,0.0814918713750255,1.2388977821118634,1.9080648811282035,1.17136733028971,0.8162675836403079,0.6459465434902767,0.0,Lagging Darcy with leakage,Theis confined:2 / Hantush-Jacob leaky:0 / Lagging Darcy no-leakage:5 / Lagging Darcy with leakage:0,5.0,0.0,0.2462477128749394,0.1739186725149379,4.515427425117614,8.788292889529512,sensitivity or exclusion gate; do not use as default transformation prior,scenario-conditioned transformation factor; not a universal design COV and not proof of true field T/S recovery
Lovelock Valley,heterogeneous leakage,not_primary_unless_local_leakage_supported,include only as a stress test when a specific well shows leakage support,overall Lovelock BIC support concentrates in no-leakage interpretations,Theis confined,1930,0.9524345469858762,1.0200255228739556,1.3529583511803327,2.08599208916549,0.5357533846213336,0.6991609631829563,0.79397801648451,1.440548763976902,0.9524345469858762,1.0200255228739556,1.3529583511803327,2.08599208916549,-0.4166811623645425,0.739460592090234,0.8530644007732616,0.7015598694430583,0.6902203347646636,0.5230664887303983,0.0,Lagging Darcy with leakage,Theis confined:2 / Hantush-Jacob leaky:0 / Lagging Darcy no-leakage:5 / Lagging Darcy with leakage:0,5.0,0.0,0.2462477128749394,0.1739186725149379,4.515427425117614,8.788292889529512,sensitivity or exclusion gate; do not use as default transformation prior,scenario-conditioned transformation factor; not a universal design COV and not proof of true field T/S recovery
Lovelock Valley,heterogeneous leakage,not_primary_unless_local_leakage_supported,include only as a stress test when a specific well shows leakage support,overall Lovelock BIC support concentrates in no-leakage interpretations,Hantush-Jacob leaky,1137,0.2988541734787187,1.5264511169648207,3.04606080154159,1.3179308233683056,-0.2981174718648487,1.6914964523875031,4.05977812246612,1.1168931368538988,0.2988541734787187,1.5264511169648207,3.04606080154159,1.3179308233683056,-0.5969716453435676,2.095759105797113,8.934121482005214,0.8620678518395323,0.6059535195713279,0.4447941130031364,0.0,Lagging Darcy with leakage,Theis confined:2 / Hantush-Jacob leaky:0 / Lagging Darcy no-leakage:5 / Lagging Darcy with leakage:0,5.0,0.0,0.2462477128749394,0.1739186725149379,4.515427425117614,8.788292889529512,sensitivity or exclusion gate; do not use as default transformation prior,scenario-conditioned transformation factor; not a universal design COV and not proof of true field T/S recovery
Lovelock Valley,heterogeneous leakage,not_primary_unless_local_leakage_supported,include only as a stress test when a specific well shows leakage support,overall Lovelock BIC support concentrates in no-leakage interpretations,Lagging Darcy no-leakage,2151,0.3661307893774986,1.395061607848131,2.449899482071392,1.3949984952482763,0.3499558051764128,0.8442478612041735,1.019608508811129,1.352759585455501,0.3661307893774986,1.395061607848131,2.449899482071392,1.3949984952482763,-0.0161749842010858,1.1259593491971545,1.5978022624832644,0.9981419711111884,0.5465700585596507,0.4239002434062407,0.0,Lagging Darcy with leakage,Theis confined:2 / Hantush-Jacob leaky:0 / Lagging Darcy no-leakage:5 / Lagging Darcy with leakage:0,5.0,0.0,0.2462477128749394,0.1739186725149379,4.515427425117614,8.788292889529512,sensitivity or exclusion gate; do not use as default transformation prior,scenario-conditioned transformation factor; not a universal design COV and not proof of true field T/S recovery
Lovelock Valley,heterogeneous leakage,not_primary_unless_local_leakage_supported,include only as a stress test when a specific well shows leakage support,overall Lovelock BIC support concentrates in no-leakage interpretations,Lagging Darcy with leakage,3082,-0.6551923440820618,2.137274911897764,9.764518611765984,0.966900930344757,-0.601398105196658,1.7242194617120803,4.306874559633571,1.07123941956328,-0.6551923440820618,2.137274911897764,9.764518611765984,0.966900930344757,0.0537942388854037,1.7591174004864318,4.59086765823048,1.1620865790813693,0.3892083024588852,0.2535542310643267,0.0,Lagging Darcy with leakage,Theis confined:2 / Hantush-Jacob leaky:0 / Lagging Darcy no-leakage:5 / Lagging Darcy with leakage:0,5.0,0.0,0.2462477128749394,0.1739186725149379,4.515427425117614,8.788292889529512,sensitivity or exclusion gate; do not use as default transformation prior,scenario-conditioned transformation factor; not a universal design COV and not proof of true field T/S recovery
